adres,score_totaal,prioriteit,mogelijk_bevel_tot_afbraak,score_totaal_origineel,score_afbraak_boost,afstand_hemelsbreed_km,afstand_bucket,leegstand_jaren_sinds_eerste_opname,opname_count,kennisgeving_count,samengevoegde_regels,unieke_pnd_ids_count,reg_status_telling,reg_aard_telling,reg_entiteiten,pva_straat,pva_huisnr1,pva_huisnr2,pva_postcode,pnd_district,busnummers,busnummer_count,eerste_opnamedatum,laatste_opnamedatum,shape_areas,shape_lengths,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,afbraak_match_count,afbraak_match_type,afbraak_match_reasons,afbraak_omv_nummers,afbraak_statussen,afbraak_datums,afbraak_adres_bron,afbraak_omschrijving,afbraak_bronnen,afbraak_detail_urls,geocode_quality,geocode_formatted_address,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,objectids,pnd_ids,pva_busnr,pnd_district_code,reg_statussen,reg_aarden,alle_opnamedata,verschillende_velden,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_location_type,geocode_error,score_uitleg,bronregels_volledig
"Quellinstraat 52, 2018 Antwerpen",56.9,C,NEE,56.9,0.0,1.900,1-2 km,1.6,2,0,2,2,opname:2,gebouw:1 | woning:1,gelijkvloers | 1ste+2de verdieping,QUELLINSTRAAT,52,,2018,Antwerpen,,0,2024/12/02 00:00:00+00,2024/12/02 00:00:00+00,253.366730333599,86.7923724745453,53.1,43.1,50.0,86.6,89.2,0,,,,,,,,,,hoog,"Quellinstraat 52, 2018 Antwerpen",51.21570453235802,4.4156161587997245,153274.14,211751.35,75255 | 75256,40708 | 40709,,A,opname,gebouw | woning,2024/12/02 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard,"Auwersstraat 66, 2600 Antwerpen","Quellinstraat 52, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75255,40708,QUELLINSTRAAT,52,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/12/02 00:00:00+00,opname,86.7923724745453,253.366730333599 | 75256,40709,QUELLINSTRAAT,52,,,A,Antwerpen,2018,1ste+2de verdieping,woning,2024/12/02 00:00:00+00,opname,86.7923724745453,253.366730333599"
"Schoenstraat 20, 2140 Borgerhout",56.9,C,NEE,56.9,0.0,1.722,1-2 km,2.4,1,0,1,1,opname:1,woning:1,volledig pand,SCHOENSTRAAT,20,,2140,Borgerhout,,0,2024/01/31 00:00:00+00,2024/01/31 00:00:00+00,202.272889583417,75.7540047927298,56.3,55.9,31.5,83.1,86.5,0,,,,,,,,,,hoog,"Schoenstraat 20, 2140 Antwerpen",51.21404033180548,4.436184920583475,154711.51,211567.32,75657,36727,,T,opname,woning,2024/01/31 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Schoenstraat 20, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75657,36727,SCHOENSTRAAT,20,,,T,Borgerhout,2140,volledig pand,woning,2024/01/31 00:00:00+00,opname,75.7540047927298,202.272889583417"
"Vleerakkerstraat 29-31, 2100 Deurne",56.9,C,NEE,56.9,0.0,3.467,2-5 km,5.1,1,0,1,1,opname:1,woning:1,volledige pand,VLEERAKKERSTRAAT,29,31,2100,Deurne,,0,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,470.704748424232,102.445835849443,31.5,82.6,31.5,96.2,92.5,0,,,,,,,,,,hoog,"Vleerakkerstraat 29, 2100 Antwerpen",51.20186410087589,4.4755648442236975,157465.16,210215.92,74912,33433,,D,opname,woning,2021/05/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Vleerakkerstraat 29, 2100 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74912,33433,VLEERAKKERSTRAAT,29,31,,D,Deurne,2100,volledige pand,woning,2021/05/12 00:00:00+00,opname,102.445835849443,470.704748424232"
"Bredabaan 486, 2170 Merksem",56.7,C,NEE,56.7,0.0,5.214,5-10 km,5.6,1,0,2,2,opname:1 | aanvraagschrapping:1,gebouw:2,winkel 1 (glv en 1e) | winkel 14 (glv en 1e),BREDABAAN,486,,2170,Merksem,,0,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,461.356169311804,113.012873798924,17.6,86.0,50.0,95.9,94.4,0,,,,,,,,,,hoog,"Bredabaan 486, 2170 Antwerpen",51.24510031900681,4.44595409319765,155390.51,215023.57,75466 | 75467,32768 | 32778,,M,opname | aanvraagschrapping,gebouw,2020/11/16 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_status,"Auwersstraat 66, 2600 Antwerpen","Bredabaan 486, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75466,32768,BREDABAAN,486,,,M,Merksem,2170,winkel 1 (glv en 1e),gebouw,2020/11/16 00:00:00+00,opname,113.012873798924,461.356169311804 | 75467,32778,BREDABAAN,486,,,M,Merksem,2170,winkel 14 (glv en 1e),gebouw,2020/11/16 00:00:00+00,aanvraagschrapping,113.012873798924,461.356169311804"
"Graaf Van Hoornestraat 7, 2000 Antwerpen",56.7,C,NEE,56.7,0.0,2.470,2-5 km,2.6,1,0,3,3,aanvraagschrapping:2 | opname:1,woning:3,gelijkvloers | 1ste verdieping | 4de en 5de verdieping,GRAAF VAN HOORNESTRAAT,7,,2000,Antwerpen,,0,2023/12/01 00:00:00+00,2023/12/01 00:00:00+00,77.6746113581374,41.9268031302248,43.9,58.1,63.1,68.2,74.9,0,,,,,,,,,,hoog,"Graaf van Hoornestraat 7, 2000 Antwerpen",51.208054735728886,4.393173460746375,151706.29,210899.51,75050 | 75051 | 75052,37469 | 37470 | 37472,,A,aanvraagschrapping | opname,woning,2023/12/01 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_status,"Auwersstraat 66, 2600 Antwerpen","Graaf Van Hoornestraat 7, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75050,37469,GRAAF VAN HOORNESTRAAT,7,,,A,Antwerpen,2000,gelijkvloers,woning,2023/12/01 00:00:00+00,aanvraagschrapping,41.9268031302248,77.6746113581374 | 75051,37470,GRAAF VAN HOORNESTRAAT,7,,,A,Antwerpen,2000,1ste verdieping,woning,2023/12/01 00:00:00+00,aanvraagschrapping,41.9268031302248,77.6746113581374 | 75052,37472,GRAAF VAN HOORNESTRAAT,7,,,A,Antwerpen,2000,4de en 5de verdieping,woning,2023/12/01 00:00:00+00,opname,41.9268031302248,77.6746113581374"
"Lovelingstraat 7, 2060 Antwerpen",56.7,C,NEE,56.7,0.0,2.357,2-5 km,5.2,1,0,1,1,opname:1,woning:1,volledig pand,LOVELINGSTRAAT,7,,2060,Antwerpen,,0,2021/05/05 00:00:00+00,2021/05/05 00:00:00+00,67.9125833735534,36.2307266349366,45.6,82.7,31.5,66.2,72.1,0,,,,,,,,,,hoog,"Lovelingstraat 7, 2060 Antwerpen",51.220776655137904,4.432064532022289,154422.95,212316.51,75761,33103,,A,opname,woning,2021/05/05 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Lovelingstraat 7, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75761,33103,LOVELINGSTRAAT,7,,,A,Antwerpen,2060,volledig pand,woning,2021/05/05 00:00:00+00,opname,36.2307266349366,67.9125833735534"
"Provinciestraat 161, 2018 Antwerpen",56.7,C,NEE,56.7,0.0,1.416,1-2 km,2.0,1,0,1,1,opname:1,gebouw:1,gelijkvloers,PROVINCIESTRAAT,161,,2018,Antwerpen,,0,2024/06/17 00:00:00+00,2024/06/17 00:00:00+00,143.179375771039,62.5543950280008,62.4,50.6,31.5,77.7,82.8,0,,,,,,,,,,hoog,"Provinciestraat 161, 2018 Antwerpen",51.212662815812294,4.426342975065722,154023.92,211413.48,75553,39491,,A,opname,gebouw,2024/06/17 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Provinciestraat 161, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75553,39491,PROVINCIESTRAAT,161,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/06/17 00:00:00+00,opname,62.5543950280008,143.179375771039"
"Bacchuslaan 21, 2600 Berchem",56.6,C,NEE,56.6,0.0,1.244,1-2 km,0.7,2,0,2,2,opname:2,woning:2,1e verdieping | 2e verdieping,BACCHUSLAAN,21,,2600,Berchem,,0,2025/10/30 00:00:00+00,2025/10/30 00:00:00+00,248.034041975486,94.3076951274572,66.1,23.4,50.0,86.2,90.8,0,,,,,,,,,,hoog,"Bacchuslaan 21, 2600 Antwerpen",51.20133868688711,4.443714321510722,155239.07,210154.72,75833 | 75834,48555 | 49878,,R,opname,woning,2025/10/30 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Bacchuslaan 21, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75833,48555,BACCHUSLAAN,21,,,R,Berchem,2600,1e verdieping,woning,2025/10/30 00:00:00+00,opname,94.3076951274572,248.034041975486 | 75834,49878,BACCHUSLAAN,21,,,R,Berchem,2600,2e verdieping,woning,2025/10/30 00:00:00+00,opname,94.3076951274572,248.034041975486"
"De Bruynlaan 181-183, 2660 Hoboken",56.6,C,NEE,56.6,0.0,4.198,2-5 km,8.7,1,0,1,1,opname:1,gebouw:1,nvt,DE BRUYNLAAN,181,183,2660,Hoboken,,0,2017/10/30 00:00:00+00,2017/10/30 00:00:00+00,189.951161660066,71.3097639754498,24.7,100.0,31.5,82.1,85.3,0,,,,,,,,,,hoog,"De Bruynlaan 181, 2660 Antwerpen",51.18241597135926,4.372865009402295,150287.23,208046.82,75415,21825,,H,opname,gebouw,2017/10/30 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","De Bruynlaan 181, 2660 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75415,21825,DE BRUYNLAAN,181,183,,H,Hoboken,2660,nvt,gebouw,2017/10/30 00:00:00+00,opname,71.3097639754498,189.951161660066"
"Minderbroedersrui 8, 2000 Antwerpen",56.6,C,NEE,56.6,0.0,3.040,2-5 km,7.6,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,MINDERBROEDERSRUI,8,,2000,Antwerpen,,0,2018/11/28 00:00:00+00,2018/11/28 00:00:00+00,55.9456935289661,31.2781099243849,36.3,97.9,31.5,63.2,69.2,0,,,,,,,,,,hoog,"Minderbroedersrui 8, 2000 Antwerpen",51.2232335532142,4.403348153359391,152416.54,212588.51,75692,29607,,A,opname,gebouw,2018/11/28 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Minderbroedersrui 8, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75692,29607,MINDERBROEDERSRUI,8,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/11/28 00:00:00+00,opname,31.2781099243849,55.9456935289661"
"Rosier 25, 2000 Antwerpen",56.6,C,NEE,56.6,0.0,2.247,2-5 km,5.9,1,0,1,1,opname:1,woning:1,gezinswoning,ROSIER,25,,2000,Antwerpen,,0,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,32.4279598081528,23.792314897969,47.3,88.0,31.5,54.8,64.0,0,,,,,,,,,,hoog,"Rosier 25, 2000 Antwerpen",51.21402396109772,4.403020470929453,152394.13,211563.89,75653,31561,,A,opname,woning,2020/07/31 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Rosier 25, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75653,31561,ROSIER,25,,,A,Antwerpen,2000,gezinswoning,woning,2020/07/31 00:00:00+00,opname,23.792314897969,32.4279598081528"
"Rosier 27, 2000 Antwerpen",56.6,C,NEE,56.6,0.0,2.244,2-5 km,5.9,1,0,1,1,opname:1,woning:1,gezinswoning,ROSIER,27,,2000,Antwerpen,,0,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,32.4279598081528,23.792314897969,47.3,88.0,31.5,54.8,64.0,0,,,,,,,,,,hoog,"Rosier 27, 2000 Antwerpen",51.21402322359821,4.403082723968973,152398.48,211563.81,75654,17603,,A,opname,woning,2020/07/31 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Rosier 27, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75654,17603,ROSIER,27,,,A,Antwerpen,2000,gezinswoning,woning,2020/07/31 00:00:00+00,opname,23.792314897969,32.4279598081528"
"Gentplaats 7, 2000 Antwerpen",56.5,C,NEE,56.5,0.0,2.838,2-5 km,5.6,1,0,1,1,opname:1,woning:1,1ste verdieping,GENTPLAATS,7,,2000,Antwerpen,,0,2020/11/23 00:00:00+00,2020/11/23 00:00:00+00,111.637115483885,48.9771025184845,38.8,85.9,31.5,73.8,78.0,0,,,,,,,,,,hoog,"Gentplaats 7, 2000 Antwerpen",51.20610005685047,4.386659213477589,151251.1,210681.91,75181,32281,,A,opname,woning,2020/11/23 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Gentplaats 7, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75181,32281,GENTPLAATS,7,,,A,Antwerpen,2000,1ste verdieping,woning,2020/11/23 00:00:00+00,opname,48.9771025184845,111.637115483885"
"Herentalsebaan 324, 2100 Deurne",56.5,C,NEE,56.5,0.0,2.865,2-5 km,5.9,1,0,1,1,opname:1,gebouw:1,gelijkvloers,HERENTALSEBAAN,324,,2100,Deurne,,0,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,99.6440341152409,42.5937515100739,38.5,88.2,31.5,72.1,75.2,0,,,,,,,,,,hoog,"Herentalsebaan 324, 2100 Antwerpen",51.20736124284416,4.465308990760392,156747.54,210826.51,75728,30130,,D,opname,gebouw,2020/07/24 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Herentalsebaan 324, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75728,30130,HERENTALSEBAAN,324,,,D,Deurne,2100,gelijkvloers,gebouw,2020/07/24 00:00:00+00,opname,42.5937515100739,99.6440341152409"
"Statiestraat 112, 2600 Berchem",56.5,C,NEE,56.5,0.0,0.189,0-1 km,0.4,0,1,1,1,kennisgeving:1,gebouw:1,gelijkvloers,STATIESTRAAT,112,,2600,Berchem,,0,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,59.1260119530777,34.6631975877763,93.9,15.7,31.5,64.0,71.2,0,,,,,,,,,,hoog,"Statiestraat 112, 2600 Antwerpen",51.19913811207515,4.4284428830046805,154171.88,209908.92,75616,51632,,R,kennisgeving,gebouw,2026/02/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Statiestraat 112, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75616,51632,STATIESTRAAT,112,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,34.6631975877763,59.1260119530777"
"Dascottelei 22, 2100 Deurne",56.3,C,NEE,56.3,0.0,2.776,2-5 km,3.0,2,0,3,3,opname:2 | aanvraagschrapping:1,woning:3,1ste verdieping | 3e verdieping | 2e verdieping,DASCOTTELEI,22,,2100,Deurne,3 | 2,2,2023/07/06 00:00:00+00,2025/01/15 00:00:00+00,62.120886367573,49.7142806467562,39.6,63.0,63.1,64.8,78.3,0,,,,,,,,,,hoog,"Dascottelei 22, 2100 Antwerpen",51.20240865073549,4.465583100945242,156767.42,210275.54,75758 | 75759 | 75760,36092 | 36681 | 38073,,D,aanvraagschrapping | opname,woning,2023/07/06 00:00:00+00 | 2025/01/15 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_status | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Dascottelei 22, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75758,36092,DASCOTTELEI,22,,,D,Deurne,2100,1ste verdieping,woning,2023/07/06 00:00:00+00,aanvraagschrapping,49.7142806467562,62.120886367573 | 75759,36681,DASCOTTELEI,22,,3,D,Deurne,2100,3e verdieping,woning,2025/01/15 00:00:00+00,opname,49.7142806467562,62.120886367573 | 75760,38073,DASCOTTELEI,22,,2,D,Deurne,2100,2e verdieping,woning,2025/01/15 00:00:00+00,opname,49.7142806467562,62.120886367573"
"De Manstraat 95, 2100 Deurne",56.3,C,NEE,56.3,0.0,3.663,2-5 km,13.1,1,0,1,1,opname:1,woning:1,nvt,DE MANSTRAAT,95,,2100,Deurne,,0,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,100.015372730403,41.7987171644205,29.5,100.0,31.5,72.1,74.9,0,,,,,,,,,,hoog,"De Manstraat 95, 2100 Antwerpen",51.2270037896671,4.455888498858309,156086.6,213011.01,75783,19931,,D,opname,woning,2013/05/08 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","De Manstraat 95, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75783,19931,DE MANSTRAAT,95,,,D,Deurne,2100,nvt,woning,2013/05/08 00:00:00+00,opname,41.7987171644205,100.015372730403"
"Pelikaanstraat 42, 2018 Antwerpen",56.3,C,NEE,56.3,0.0,1.806,1-2 km,1.7,1,0,1,1,opname:1,woning:1,A4/5,PELIKAANSTRAAT,42,,2018,Antwerpen,23,1,2024/10/30 00:00:00+00,2024/10/30 00:00:00+00,777.542233476228,119.56895053166,54.8,44.7,31.5,100.0,95.5,0,,,,,,,,,,hoog,"Pelikaanstraat 42, 2018 Antwerpen",51.215755676366975,4.420301290365693,153601.5,211757.26,75396,35254,23,A,opname,woning,2024/10/30 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Pelikaanstraat 42, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75396,35254,PELIKAANSTRAAT,42,,23,A,Antwerpen,2018,A4/5,woning,2024/10/30 00:00:00+00,opname,119.56895053166,777.542233476228"
"Statiestraat 163, 2600 Berchem",56.3,C,NEE,56.3,0.0,0.273,0-1 km,0.4,0,1,1,1,kennisgeving:1,gebouw:1,gelijkvloers,STATIESTRAAT,163,,2600,Berchem,,0,2026/02/02 00:00:00+00,2026/02/02 00:00:00+00,73.0993484691119,43.3057583969462,91.3,15.7,31.5,67.3,75.6,0,,,,,,,,,,hoog,"Statiestraat 163, 2600 Antwerpen",51.19938159282735,4.429866283842308,154271.35,209936.09,75620,52646,,R,kennisgeving,gebouw,2026/02/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Statiestraat 163, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75620,52646,STATIESTRAAT,163,,,R,Berchem,2600,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,43.3057583969462,73.0993484691119"
"Brederodestraat 170, 2018 Antwerpen",56.2,C,NEE,56.2,0.0,2.396,2-5 km,4.8,1,0,1,1,opname:1,gebouw:1,gelijkvloers,BREDERODESTRAAT,170,,2018,Antwerpen,,0,2021/09/15 00:00:00+00,2021/09/15 00:00:00+00,82.2606221911585,38.6365462980969,45.0,80.0,31.5,69.1,73.3,0,,,,,,,,,,hoog,"Brederodestraat 170, 2018 Antwerpen",51.201596266923445,4.391884896706592,151616.47,210180.95,75569,34148,,A,opname,gebouw,2021/09/15 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Brederodestraat 170, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75569,34148,BREDERODESTRAAT,170,,,A,Antwerpen,2018,gelijkvloers,gebouw,2021/09/15 00:00:00+00,opname,38.6365462980969,82.2606221911585"
"Grotesteenweg 457, 2600 Berchem",56.2,C,NEE,56.2,0.0,1.904,1-2 km,2.2,1,0,1,1,opname:1,gebouw:1,gelijkvloers,GROTESTEENWEG,457,,2600,Berchem,,0,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,367.275266907617,85.9400016394488,53.0,52.7,31.5,92.3,89.0,0,,,,,,,,,,hoog,"Grotesteenweg 457, 2600 Antwerpen",51.183056475536866,4.430620098981782,154325.57,208119.91,75033,27500,,R,opname,gebouw,2024/04/26 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Grotesteenweg 457, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75033,27500,GROTESTEENWEG,457,,,R,Berchem,2600,gelijkvloers,gebouw,2024/04/26 00:00:00+00,opname,85.9400016394488,367.275266907617"
"Breydelstraat 10, 2018 Antwerpen",56.0,C,NEE,56.0,0.0,2.162,2-5 km,4.1,1,0,1,1,opname:1,woning:1,volledig pand,BREYDELSTRAAT,10,,2018,Antwerpen,,0,2022/05/18 00:00:00+00,2022/05/18 00:00:00+00,75.5532128415018,39.9782607911512,48.6,74.4,31.5,67.8,74.0,0,,,,,,,,,,hoog,"Breydelstraat 10, 2018 Antwerpen",51.2188925506651,4.4192458105800325,153527.51,212106.2,74854,35300,,A,opname,woning,2022/05/18 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Breydelstraat 10, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74854,35300,BREYDELSTRAAT,10,,,A,Antwerpen,2018,volledig pand,woning,2022/05/18 00:00:00+00,opname,39.9782607911512,75.5532128415018"
"Sterckshoflei 25, 2100 Deurne",56.0,C,NEE,56.0,0.0,2.802,2-5 km,4.2,1,0,1,1,opname:1,woning:1,volledig pand,STERCKSHOFLEI,25,,2100,Deurne,,0,2022/04/27 00:00:00+00,2022/04/27 00:00:00+00,215.335454010201,85.353896532449,39.3,74.9,31.5,84.0,88.9,0,,,,,,,,,,hoog,"Sterckshoflei 25, 2100 Antwerpen",51.20912598000168,4.46338758942793,156613.01,211022.67,75217,35210,,D,opname,woning,2022/04/27 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sterckshoflei 25, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75217,35210,STERCKSHOFLEI,25,,,D,Deurne,2100,volledig pand,woning,2022/04/27 00:00:00+00,opname,85.353896532449,215.335454010201"
"Lange Koepoortstraat 8, 2000 Antwerpen",55.9,C,NEE,55.9,0.0,3.081,2-5 km,8.0,1,0,1,1,opname:1,gebouw:1,nvt,LANGE KOEPOORTSTRAAT,8,,2000,Antwerpen,,0,2018/06/26 00:00:00+00,2018/06/26 00:00:00+00,37.592551134399,24.9689588360069,35.8,100.0,31.5,57.1,64.9,0,,,,,,,,,,hoog,"Lange Koepoortstraat 8, 2000 Antwerpen",51.22345986172498,4.40280481951794,152378.57,212613.67,74945,28936,,A,opname,gebouw,2018/06/26 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Lange Koepoortstraat 8, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74945,28936,LANGE KOEPOORTSTRAAT,8,,,A,Antwerpen,2000,nvt,gebouw,2018/06/26 00:00:00+00,opname,24.9689588360069,37.592551134399"
"Twaalfmaandenstraat 14, 2000 Antwerpen",55.9,C,NEE,55.9,0.0,2.513,2-5 km,2.6,1,0,1,1,opname:1,woning:1,A6/8.06,TWAALFMAANDENSTRAAT,14,,2000,Antwerpen,68,1,2023/12/11 00:00:00+00,2023/12/11 00:00:00+00,2682.80315393323,233.170711853229,43.3,57.8,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Twaalfmaandenstraat 14, 2000 Antwerpen",51.21860601667553,4.405822015260321,152589.63,212073.76,75179,30951,68,A,opname,woning,2023/12/11 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Twaalfmaandenstraat 14, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75179,30951,TWAALFMAANDENSTRAAT,14,,68,A,Antwerpen,2000,A6/8.06,woning,2023/12/11 00:00:00+00,opname,233.170711853229,2682.80315393323"
"Van Schoonhovenstraat 22, 2060 Antwerpen",55.9,C,NEE,55.9,0.0,2.193,2-5 km,3.6,1,0,1,1,opname:1,gebouw:1,gelijkvloers,VAN SCHOONHOVENSTRAAT,22,,2060,Antwerpen,,0,2022/11/17 00:00:00+00,2022/11/17 00:00:00+00,110.843063288447,56.6044196611126,48.1,69.7,31.5,73.7,80.8,0,,,,,,,,,,hoog,"Van Schoonhovenstraat 22, 2060 Antwerpen",51.21948309671279,4.422055641593081,153723.78,212172.04,75220,35975,,A,opname,gebouw,2022/11/17 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Van Schoonhovenstraat 22, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75220,35975,VAN SCHOONHOVENSTRAAT,22,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/11/17 00:00:00+00,opname,56.6044196611126,110.843063288447"
