adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig
"Hoogstraat 60, 2000 Antwerpen",HOOGSTRAAT,60,,,A,Antwerpen,2000,1,1,75743,49467,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2025/10/20 00:00:00+00,2025/10/20 00:00:00+00,2025/10/20 00:00:00+00,33.1388972174952,70.3587857002917,,"75743,49467,HOOGSTRAAT,60,,,A,Antwerpen,2000,gelijkvloers,gebouw,2025/10/20 00:00:00+00,opname,33.1388972174952,70.3587857002917"
"Hopland 55, 2000 Antwerpen",HOPLAND,55,,,A,Antwerpen,2000,1,1,75496,31557,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/01/29 00:00:00+00,2020/01/29 00:00:00+00,2020/01/29 00:00:00+00,38.537802446594,68.2573059879567,,"75496,31557,HOPLAND,55,,,A,Antwerpen,2000,gelijkvloers,gebouw,2020/01/29 00:00:00+00,opname,38.537802446594,68.2573059879567"
"Hopland 67, 2000 Antwerpen",HOPLAND,67,,,A,Antwerpen,2000,1,1,75675,29669,2e verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2018/12/13 00:00:00+00,2018/12/13 00:00:00+00,2018/12/13 00:00:00+00,33.0493068028776,68.4611254565568,,"75675,29669,HOPLAND,67,,,A,Antwerpen,2000,2e verdieping,woning,2018/12/13 00:00:00+00,aanvraagschrapping,33.0493068028776,68.4611254565568"
"Italiëlei 110, 2000 Antwerpen",ITALIËLEI,110,,,A,Antwerpen,2000,1,1,74929,32659,6de verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2020/10/12 00:00:00+00,2020/10/12 00:00:00+00,2020/10/12 00:00:00+00,52.1676978913511,136.861475770634,,"74929,32659,ITALIËLEI,110,,,A,Antwerpen,2000,6de verdieping,woning,2020/10/12 00:00:00+00,aanvraagschrapping,52.1676978913511,136.861475770634"
"Italiëlei 189, 2000 Antwerpen",ITALIËLEI,189,,,A,Antwerpen,2000,1,1,75507,35843,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/09/15 00:00:00+00,2022/09/15 00:00:00+00,2022/09/15 00:00:00+00,58.3890908716578,147.889349509573,,"75507,35843,ITALIËLEI,189,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/09/15 00:00:00+00,opname,58.3890908716578,147.889349509573"
"Italiëlei 203, 2000 Antwerpen",ITALIËLEI,203,,,A,Antwerpen,2000,1,1,75185,32351,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,92.3267736285043,278.23075410884,,"75185,32351,ITALIËLEI,203,,,A,Antwerpen,2000,gelijkvloers,gebouw,2020/07/24 00:00:00+00,opname,92.3267736285043,278.23075410884"
"Jan Van Gentstraat 2, 2000 Antwerpen",JAN VAN GENTSTRAAT,2,,,A,Antwerpen,2000,1,1,75125,6271,nvt,woning,woning:1,opname,opname:1,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,36.3764457303107,50.8677975144986,,"75125,6271,JAN VAN GENTSTRAAT,2,,,A,Antwerpen,2000,nvt,woning,2010/01/01 00:00:00+00,opname,36.3764457303107,50.8677975144986"
"Jan Van Gentstraat 5, 2000 Antwerpen",JAN VAN GENTSTRAAT,5,,,A,Antwerpen,2000,1,1,75194,45050,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,278.112535530633,3981.22366522941,,"75194,45050,JAN VAN GENTSTRAAT,5,,,A,Antwerpen,2000,gelijkvloers,gebouw,2025/06/02 00:00:00+00,opname,278.112535530633,3981.22366522941"
"Jan Van Gentstraat 9, 2000 Antwerpen",JAN VAN GENTSTRAAT,9,,,A,Antwerpen,2000,1,1,75195,46186,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2025/06/10 00:00:00+00,2025/06/10 00:00:00+00,2025/06/10 00:00:00+00,278.112535530633,3981.22366522941,,"75195,46186,JAN VAN GENTSTRAAT,9,,,A,Antwerpen,2000,gelijkvloers,gebouw,2025/06/10 00:00:00+00,opname,278.112535530633,3981.22366522941"
"Kaasrui 12, 2000 Antwerpen",KAASRUI,12,,,A,Antwerpen,2000,4,4,75548 | 75549 | 75550 | 75551,29274 | 29626 | 29627 | 29628,gelijkvloers met mezzanine | 1e verdieping | 2e verdieping | 3e verdieping,gebouw,gebouw:4,opname,opname:4,2018/12/05 00:00:00+00,2018/12/05 00:00:00+00,2018/12/05 00:00:00+00,87.4866579102543 | 39.3862506285632,382.410437429631 | 84.5139053687733,OBJECTID | pnd_id | reg_entiteit | SHAPE_Length | SHAPE_Area,"75548,29274,KAASRUI,12,,,A,Antwerpen,2000,gelijkvloers met mezzanine,gebouw,2018/12/05 00:00:00+00,opname,87.4866579102543,382.410437429631 | 75549,29626,KAASRUI,12,,,A,Antwerpen,2000,1e verdieping,gebouw,2018/12/05 00:00:00+00,opname,87.4866579102543,382.410437429631 | 75550,29627,KAASRUI,12,,,A,Antwerpen,2000,2e verdieping,gebouw,2018/12/05 00:00:00+00,opname,39.3862506285632,84.5139053687733 | 75551,29628,KAASRUI,12,,,A,Antwerpen,2000,3e verdieping,gebouw,2018/12/05 00:00:00+00,opname,39.3862506285632,84.5139053687733"
"Karel Rogierstraat 29, 2000 Antwerpen",KAREL ROGIERSTRAAT,29,,,A,Antwerpen,2000,2,2,75422 | 75423,46338 | 46339,gelijkvloers | 1ste verdieping,woning,woning:2,opname,opname:2,2025/06/16 00:00:00+00,2025/06/16 00:00:00+00,2025/06/16 00:00:00+00,73.9717603436731,167.494471791824,OBJECTID | pnd_id | reg_entiteit,"75422,46338,KAREL ROGIERSTRAAT,29,,,A,Antwerpen,2000,gelijkvloers,woning,2025/06/16 00:00:00+00,opname,73.9717603436731,167.494471791824 | 75423,46339,KAREL ROGIERSTRAAT,29,,,A,Antwerpen,2000,1ste verdieping,woning,2025/06/16 00:00:00+00,opname,73.9717603436731,167.494471791824"
"Kasteelpleinstraat 12, 2000 Antwerpen",KASTEELPLEINSTRAAT,12,,,A,Antwerpen,2000,1,1,75539,34806,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/03/02 00:00:00+00,2022/03/02 00:00:00+00,2022/03/02 00:00:00+00,43.097574308599,105.244706101528,,"75539,34806,KASTEELPLEINSTRAAT,12,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/03/02 00:00:00+00,opname,43.097574308599,105.244706101528"
"Kattendijkdok-Oostkaai 12, 2000 Antwerpen",KATTENDIJKDOK-OOSTKAAI,12,,,A,Antwerpen,2000,2,2,75154 | 75155,30269 | 30273,ééngezinswoning | achterliggend magazijn,woning | gebouw,woning:1 | gebouw:1,opname,opname:2,2019/05/09 00:00:00+00,2019/05/09 00:00:00+00,2019/05/09 00:00:00+00,97.1279117498497,485.378561318085,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75154,30269,KATTENDIJKDOK-OOSTKAAI,12,,,A,Antwerpen,2000,ééngezinswoning,woning,2019/05/09 00:00:00+00,opname,97.1279117498497,485.378561318085 | 75155,30273,KATTENDIJKDOK-OOSTKAAI,12,,,A,Antwerpen,2000,achterliggend magazijn,gebouw,2019/05/09 00:00:00+00,opname,97.1279117498497,485.378561318085"
"Kattenstraat 23 bus 1, 2000 Antwerpen",KATTENSTRAAT,23,,1,A,Antwerpen,2000,1,1,75186,35866,gelijkvloers,woning,woning:1,opname,opname:1,2022/09/27 00:00:00+00,2022/09/27 00:00:00+00,2022/09/27 00:00:00+00,28.9351339128056,48.6717068160488,,"75186,35866,KATTENSTRAAT,23,,1,A,Antwerpen,2000,gelijkvloers,woning,2022/09/27 00:00:00+00,opname,28.9351339128056,48.6717068160488"
"Kattenstraat 23 bus 101, 2000 Antwerpen",KATTENSTRAAT,23,,101,A,Antwerpen,2000,1,1,75187,35867,1ste verdieping,woning,woning:1,opname,opname:1,2022/09/27 00:00:00+00,2022/09/27 00:00:00+00,2022/09/27 00:00:00+00,28.9351339128056,48.6717068160488,,"75187,35867,KATTENSTRAAT,23,,101,A,Antwerpen,2000,1ste verdieping,woning,2022/09/27 00:00:00+00,opname,28.9351339128056,48.6717068160488"
"Kattenstraat 23 bus 201, 2000 Antwerpen",KATTENSTRAAT,23,,201,A,Antwerpen,2000,1,1,75188,35868,2de verdieping,woning,woning:1,opname,opname:1,2022/09/27 00:00:00+00,2022/09/27 00:00:00+00,2022/09/27 00:00:00+00,28.9351339128056,48.6717068160488,,"75188,35868,KATTENSTRAAT,23,,201,A,Antwerpen,2000,2de verdieping,woning,2022/09/27 00:00:00+00,opname,28.9351339128056,48.6717068160488"
"Kipdorpbrug 2, 2000 Antwerpen",KIPDORPBRUG,2,,,A,Antwerpen,2000,4,4,75157 | 75158 | 75159 | 75160,31505 | 33827 | 33828 | 33829,1ste verdieping | 2de verdieping | 3de verdieping | 3de+4de verdieping,woning,woning:4,opname,opname:4,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,32.0210524452598,54.0879113055661,OBJECTID | pnd_id | reg_entiteit,"75157,31505,KIPDORPBRUG,2,,,A,Antwerpen,2000,1ste verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75158,33827,KIPDORPBRUG,2,,,A,Antwerpen,2000,2de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75159,33828,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75160,33829,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de+4de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661"
"Kipdorpbrug 4, 2000 Antwerpen",KIPDORPBRUG,4,,,A,Antwerpen,2000,1,1,75485,32767,volledig pand,gebouw,gebouw:1,opname,opname:1,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,2020/11/16 00:00:00+00,30.4682967341798,50.7336770251852,,"75485,32767,KIPDORPBRUG,4,,,A,Antwerpen,2000,volledig pand,gebouw,2020/11/16 00:00:00+00,opname,30.4682967341798,50.7336770251852"
"Komedieplaats 5, 2000 Antwerpen",KOMEDIEPLAATS,5,,,A,Antwerpen,2000,1,1,75175,33211,handelspand,gebouw,gebouw:1,opname,opname:1,2021/03/22 00:00:00+00,2021/03/22 00:00:00+00,2021/03/22 00:00:00+00,23.4417217749603,30.6379349338764,,"75175,33211,KOMEDIEPLAATS,5,,,A,Antwerpen,2000,handelspand,gebouw,2021/03/22 00:00:00+00,opname,23.4417217749603,30.6379349338764"
"Lange Koepoortstraat 35, 2000 Antwerpen",LANGE KOEPOORTSTRAAT,35,,,A,Antwerpen,2000,1,1,75445,39132,gelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2024/05/21 00:00:00+00,2024/05/21 00:00:00+00,2024/05/21 00:00:00+00,54.9347287185314,133.82095685653,,"75445,39132,LANGE KOEPOORTSTRAAT,35,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/05/21 00:00:00+00,aanvraagschrapping,54.9347287185314,133.82095685653"
"Lange Koepoortstraat 8, 2000 Antwerpen",LANGE KOEPOORTSTRAAT,8,,,A,Antwerpen,2000,1,1,74945,28936,nvt,gebouw,gebouw:1,opname,opname:1,2018/06/26 00:00:00+00,2018/06/26 00:00:00+00,2018/06/26 00:00:00+00,24.9689588360069,37.592551134399,,"74945,28936,LANGE KOEPOORTSTRAAT,8,,,A,Antwerpen,2000,nvt,gebouw,2018/06/26 00:00:00+00,opname,24.9689588360069,37.592551134399"
"Lange Nieuwstraat 10, 2000 Antwerpen",LANGE NIEUWSTRAAT,10,,,A,Antwerpen,2000,1,1,75670,32357,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,123.733162606616,387.145633137384,,"75670,32357,LANGE NIEUWSTRAAT,10,,,A,Antwerpen,2000,gelijkvloers,gebouw,2020/07/27 00:00:00+00,opname,123.733162606616,387.145633137384"
"Lange Nieuwstraat 13, 2000 Antwerpen",LANGE NIEUWSTRAAT,13,,,A,Antwerpen,2000,1,1,75769,39003,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,60.1520118481493,129.577258830494,,"75769,39003,LANGE NIEUWSTRAAT,13,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/05/03 00:00:00+00,opname,60.1520118481493,129.577258830494"
"Lange Nieuwstraat 4, 2000 Antwerpen",LANGE NIEUWSTRAAT,4,,,A,Antwerpen,2000,1,1,75486,28964,handelspand,gebouw,gebouw:1,opname,opname:1,2018/07/05 00:00:00+00,2018/07/05 00:00:00+00,2018/07/05 00:00:00+00,48.0514496273003,59.0099379715927,,"75486,28964,LANGE NIEUWSTRAAT,4,,,A,Antwerpen,2000,handelspand,gebouw,2018/07/05 00:00:00+00,opname,48.0514496273003,59.0099379715927"
"Lange Nieuwstraat 6, 2000 Antwerpen",LANGE NIEUWSTRAAT,6,,,A,Antwerpen,2000,1,1,74905,5909,handelspand,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2018/07/16 00:00:00+00,2018/07/16 00:00:00+00,2018/07/16 00:00:00+00,30.1740462904661,49.0686589873778,,"74905,5909,LANGE NIEUWSTRAAT,6,,,A,Antwerpen,2000,handelspand,gebouw,2018/07/16 00:00:00+00,aanvraagschrapping,30.1740462904661,49.0686589873778"
"Lange Nieuwstraat 90, 2000 Antwerpen",LANGE NIEUWSTRAAT,90,,,A,Antwerpen,2000,1,1,75542,39172,volledig pand,gebouw,gebouw:1,opname,opname:1,2024/05/21 00:00:00+00,2024/05/21 00:00:00+00,2024/05/21 00:00:00+00,119.994923512584,895.991238253666,,"75542,39172,LANGE NIEUWSTRAAT,90,,,A,Antwerpen,2000,volledig pand,gebouw,2024/05/21 00:00:00+00,opname,119.994923512584,895.991238253666"
"Lange Noordstraat 33, 2000 Antwerpen",LANGE NOORDSTRAAT,33,,,A,Antwerpen,2000,1,1,74877,21850,nvt,gebouw,gebouw:1,opname,opname:1,2014/05/22 00:00:00+00,2014/05/22 00:00:00+00,2014/05/22 00:00:00+00,46.6658478342125,114.376648316576,,"74877,21850,LANGE NOORDSTRAAT,33,,,A,Antwerpen,2000,nvt,gebouw,2014/05/22 00:00:00+00,opname,46.6658478342125,114.376648316576"
"Lange Vlierstraat 6 bus 1, 2000 Antwerpen",LANGE VLIERSTRAAT,6,,1,A,Antwerpen,2000,1,1,75369,33264,gelijkvloers,woning,woning:1,opname,opname:1,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,44.5838053241636,86.2634044951376,,"75369,33264,LANGE VLIERSTRAAT,6,,1,A,Antwerpen,2000,gelijkvloers,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376"
"Lange Vlierstraat 6 bus 101, 2000 Antwerpen",LANGE VLIERSTRAAT,6,,101,A,Antwerpen,2000,1,1,75370,33265,1ste verdieping,woning,woning:1,opname,opname:1,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,44.5838053241636,86.2634044951376,,"75370,33265,LANGE VLIERSTRAAT,6,,101,A,Antwerpen,2000,1ste verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376"
"Lange Vlierstraat 6 bus 201, 2000 Antwerpen",LANGE VLIERSTRAAT,6,,201,A,Antwerpen,2000,1,1,75371,33266,2de verdieping,woning,woning:1,opname,opname:1,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,44.5838053241636,86.2634044951376,,"75371,33266,LANGE VLIERSTRAAT,6,,201,A,Antwerpen,2000,2de verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376"
"Lange Vlierstraat 6 bus 301, 2000 Antwerpen",LANGE VLIERSTRAAT,6,,301,A,Antwerpen,2000,1,1,75372,33267,3de verdieping,woning,woning:1,opname,opname:1,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,44.5838053241636,86.2634044951376,,"75372,33267,LANGE VLIERSTRAAT,6,,301,A,Antwerpen,2000,3de verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376"
"Leguit 29, 2000 Antwerpen",LEGUIT,29,,,A,Antwerpen,2000,1,1,75352,39401,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/06/10 00:00:00+00,2024/06/10 00:00:00+00,2024/06/10 00:00:00+00,88.4384898795028,286.941446449649,,"75352,39401,LEGUIT,29,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/06/10 00:00:00+00,opname,88.4384898795028,286.941446449649"
"Leopold De Waelstraat 36 bus 101, 2000 Antwerpen",LEOPOLD DE WAELSTRAAT,36,,101,A,Antwerpen,2000,1,1,75527,36045,1ste verdieping,woning,woning:1,opname,opname:1,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,56.9272066074491,144.181262674978,,"75527,36045,LEOPOLD DE WAELSTRAAT,36,,101,A,Antwerpen,2000,1ste verdieping,woning,2023/11/03 00:00:00+00,opname,56.9272066074491,144.181262674978"
"Leopold De Waelstraat 36 bus 201, 2000 Antwerpen",LEOPOLD DE WAELSTRAAT,36,,201,A,Antwerpen,2000,1,1,75528,37065,2de verdieping,woning,woning:1,opname,opname:1,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,56.9272066074491,144.181262674978,,"75528,37065,LEOPOLD DE WAELSTRAAT,36,,201,A,Antwerpen,2000,2de verdieping,woning,2023/11/03 00:00:00+00,opname,56.9272066074491,144.181262674978"
"Leopold De Waelstraat 36 bus 301, 2000 Antwerpen",LEOPOLD DE WAELSTRAAT,36,,301,A,Antwerpen,2000,1,1,75529,37066,3de verdieping,woning,woning:1,opname,opname:1,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,2023/11/03 00:00:00+00,56.9272066074491,144.181262674978,,"75529,37066,LEOPOLD DE WAELSTRAAT,36,,301,A,Antwerpen,2000,3de verdieping,woning,2023/11/03 00:00:00+00,opname,56.9272066074491,144.181262674978"
"Leopoldstraat 1, 2000 Antwerpen",LEOPOLDSTRAAT,1,,,A,Antwerpen,2000,1,1,75506,39637,gelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,35.542854716989,61.6545119518075,,"75506,39637,LEOPOLDSTRAAT,1,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/07/15 00:00:00+00,aanvraagschrapping,35.542854716989,61.6545119518075"
"Leysstraat 20-26, 2000 Antwerpen",LEYSSTRAAT,20,26,,A,Antwerpen,2000,5,5,74872 | 74873 | 74874 | 74875 | 74876,31721 | 31722 | 31723 | 31724 | 31725,2de verdiep (2.1) | 2de verdiep (2.2) | 3de verdiep (3.1) | 3de verdiep (3.2) | 4de verdiep,woning,woning:5,opname,opname:5,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,2020/02/19 00:00:00+00,96.3719889714651,553.940909664578,OBJECTID | pnd_id | reg_entiteit,"74872,31721,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74873,31722,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74874,31723,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74875,31724,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578 | 74876,31725,LEYSSTRAAT,20,26,,A,Antwerpen,2000,4de verdiep,woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578"
"Lijnwaadmarkt 13, 2000 Antwerpen",LIJNWAADMARKT,13,,,A,Antwerpen,2000,1,1,75443,33089,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2021/05/10 00:00:00+00,2021/05/10 00:00:00+00,2021/05/10 00:00:00+00,74.5254105043836,342.340060937045,,"75443,33089,LIJNWAADMARKT,13,,,A,Antwerpen,2000,gelijkvloers,gebouw,2021/05/10 00:00:00+00,opname,74.5254105043836,342.340060937045"
"Lijnwaadmarkt 16, 2000 Antwerpen",LIJNWAADMARKT,16,,,A,Antwerpen,2000,1,1,75471,35222,volledig pand,woning,woning:1,opname,opname:1,2022/05/02 00:00:00+00,2022/05/02 00:00:00+00,2022/05/02 00:00:00+00,83.4600017334348,178.953548076196,,"75471,35222,LIJNWAADMARKT,16,,,A,Antwerpen,2000,volledig pand,woning,2022/05/02 00:00:00+00,opname,83.4600017334348,178.953548076196"
"Londenstraat 2, 2000 Antwerpen",LONDENSTRAAT,2,,,A,Antwerpen,2000,1,1,75132,28562,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/04/12 00:00:00+00,2018/04/12 00:00:00+00,2018/04/12 00:00:00+00,53.6783141492548,119.745117076866,,"75132,28562,LONDENSTRAAT,2,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/04/12 00:00:00+00,opname,53.6783141492548,119.745117076866"
"Londenstraat 4, 2000 Antwerpen",LONDENSTRAAT,4,,,A,Antwerpen,2000,3,3,75109 | 75110 | 75111,30165 | 30166 | 37349,woning 1 | woning 2 | gelijkvloers,woning | gebouw,woning:2 | gebouw:1,opname,opname:3,2019/04/19 00:00:00+00,2023/12/01 00:00:00+00,2019/04/19 00:00:00+00 | 2023/12/01 00:00:00+00,56.4290710078291,153.274611158224,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"75109,30165,LONDENSTRAAT,4,,,A,Antwerpen,2000,woning 1,woning,2019/04/19 00:00:00+00,opname,56.4290710078291,153.274611158224 | 75110,30166,LONDENSTRAAT,4,,,A,Antwerpen,2000,woning 2,woning,2019/04/19 00:00:00+00,opname,56.4290710078291,153.274611158224 | 75111,37349,LONDENSTRAAT,4,,,A,Antwerpen,2000,gelijkvloers,gebouw,2023/12/01 00:00:00+00,opname,56.4290710078291,153.274611158224"
"Meirbrug 2, 2000 Antwerpen",MEIRBRUG,2,,,A,Antwerpen,2000,1,1,75133,30926,E4,woning,woning:1,opname,opname:1,2022/07/29 00:00:00+00,2022/07/29 00:00:00+00,2022/07/29 00:00:00+00,120.14594576349,795.578884142834,,"75133,30926,MEIRBRUG,2,,,A,Antwerpen,2000,E4,woning,2022/07/29 00:00:00+00,opname,120.14594576349,795.578884142834"
"Minderbroedersrui 37, 2000 Antwerpen",MINDERBROEDERSRUI,37,,,A,Antwerpen,2000,1,1,74953,34818,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/03/09 00:00:00+00,2022/03/09 00:00:00+00,2022/03/09 00:00:00+00,46.1274397319097,101.47766920582,,"74953,34818,MINDERBROEDERSRUI,37,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/03/09 00:00:00+00,opname,46.1274397319097,101.47766920582"
"Minderbroedersrui 41, 2000 Antwerpen",MINDERBROEDERSRUI,41,,,A,Antwerpen,2000,1,1,75283,28735,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/05/23 00:00:00+00,2018/05/23 00:00:00+00,2018/05/23 00:00:00+00,105.568861321677,433.968953430435,,"75283,28735,MINDERBROEDERSRUI,41,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/05/23 00:00:00+00,opname,105.568861321677,433.968953430435"
"Minderbroedersrui 41 bus 101, 2000 Antwerpen",MINDERBROEDERSRUI,41,,101,A,Antwerpen,2000,1,1,75284,32327,1ste verdieping,woning,woning:1,opname,opname:1,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,105.568861321677,433.968953430435,,"75284,32327,MINDERBROEDERSRUI,41,,101,A,Antwerpen,2000,1ste verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435"
"Minderbroedersrui 41 bus 201, 2000 Antwerpen",MINDERBROEDERSRUI,41,,201,A,Antwerpen,2000,1,1,75285,32328,2de verdieping,woning,woning:1,opname,opname:1,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,105.568861321677,433.968953430435,,"75285,32328,MINDERBROEDERSRUI,41,,201,A,Antwerpen,2000,2de verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435"
"Minderbroedersrui 41 bus 202, 2000 Antwerpen",MINDERBROEDERSRUI,41,,202,A,Antwerpen,2000,1,1,75286,32329,2de verdieping,woning,woning:1,opname,opname:1,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,105.568861321677,433.968953430435,,"75286,32329,MINDERBROEDERSRUI,41,,202,A,Antwerpen,2000,2de verdieping,woning,2020/07/24 00:00:00+00,opname,105.568861321677,433.968953430435"
"Minderbroedersrui 8, 2000 Antwerpen",MINDERBROEDERSRUI,8,,,A,Antwerpen,2000,1,1,75692,29607,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/11/28 00:00:00+00,2018/11/28 00:00:00+00,2018/11/28 00:00:00+00,31.2781099243849,55.9456935289661,,"75692,29607,MINDERBROEDERSRUI,8,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2018/11/28 00:00:00+00,opname,31.2781099243849,55.9456935289661"
"Minderbroedersrui 9, 2000 Antwerpen",MINDERBROEDERSRUI,9,,,A,Antwerpen,2000,1,1,75872,28995,handelsgelijkvloers rechts,gebouw,gebouw:1,opname,opname:1,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,99.7590573266532,614.398738101286,,"75872,28995,MINDERBROEDERSRUI,9,,,A,Antwerpen,2000,handelsgelijkvloers rechts,gebouw,2018/07/06 00:00:00+00,opname,99.7590573266532,614.398738101286"
